userName,content,score,thumbsUpCount,at
Bintang botol plastik,sekarang ketentuan dana masuk 6 hari ya lama banget.setelah digabung ke tiktok.sedikit masukan aja.hasil penjualan jika boleh seperti dulu.lebih cepat masuk ke saldo toko y.semenjak di gabungkan tokonya Sekarang dana masuk ke saldo lama tidak seperti dulu.biasanya setelah barang sampai 2 hari paling lama 3 hari dana akan masuk automatis.Sekarang menurut kami seperti y lama 6-7 hari dana baru masuk.jadi kurang semangat jualanya.karna perputaranya jadi lambat.,2,4,2025-05-17 23:58:51
sugianto,oke,5,0,2025-05-17 23:57:29
Tendi Supriadi,aplikasi banyak penjual penipunya wkk,1,1,2025-05-17 23:49:35
Mazz Aryo,OK gan,5,0,2025-05-17 23:45:43
Sultan Algs,lama banget dateng nya padahal udahan tertulis tanggal 15-16 tapi sampai sekarang belum datang datang,1,1,2025-05-17 23:45:30
Gara Uby,baik,5,0,2025-05-17 23:10:58
Ryan Aprizal,bagus banget,5,0,2025-05-17 23:10:42
Fazar Hdp,saya di tipu dana saya tiba langsung tansaksi sendiri di Tokopedia 200ribuh hilang uang saya dan transaksi nya tidak di tunjukkan sama toko pedia,1,1,2025-05-17 23:04:10
Ridwan Mamang,mantap,5,0,2025-05-17 23:02:43
Cr22 Com,"penyelesaian transaksi otomatis lama sekali. kasihan untuk pedagang yg butuh perputaran uang cepat. dari yg tadinya 2 hari menjadi 6 hari. 3x lipat lebih lama dari yg sebelum nya. belum lagi kalau expedisi pengiriman nya lama, total dapat pencarian nya 10 hari. padahal pedagang kalau beli modal langsung bayar cash tidak tempo 10 hari",1,1,2025-05-17 22:15:53
Nova Pasha,"aplikasi taikk makin lama makin gak jelas , selamat tinggal pindah ke oren",1,1,2025-05-17 22:15:34
Abang 02 gaminG,sebenarnya banyak yg tersedia di toko ini. cuma klo bisa buat lah rating untuk ekspedisi nya karena masalah sering di ekspedisi. buat lah kek apl orange sebelah jadi kurir ekspedisi nya gak bertele-tele sering kecewa belanja di Tokopedia karena ulah ekspedisi atau kurir nya. klo tidak buat lah ekspedisi sendiri..,5,0,2025-05-17 21:37:58
coca cola,aneh akun terjadi pelanggaran tanpa diketahui,1,1,2025-05-17 21:34:48
Tukul Basuki,hmm..sip,4,0,2025-05-17 21:09:35
Oprek Servis,Cakep mudah,5,0,2025-05-17 21:02:52
Tata,TOP,5,0,2025-05-17 20:56:27
Girang Nirwana,aku lebih suka tampilan yang duluu.. kolom transaksinya bisa dilihat 1 kali pencet aja lewat bar yg dibawah itu. skrg malah kaya apk belanja oren. jelek ah,4,2,2025-05-17 20:54:09
Wahyu Podomoro,Sangat membantu trim toko oedia,5,0,2025-05-17 20:30:56
Robi Kristanto,"untuk pembelian barang rata"" sesuai dengan pesanan, tetapi untuk komplain barang ke seler konsumen sering kesulitan tidak kayak toko orange sehingga merugikan konsumen apabila barang rusak/tidak berfungsi",1,2,2025-05-17 20:21:42
Murni Mursih,Tokopedia two thumbs up! ;),5,0,2025-05-17 19:30:34
Kevin,"Makin lama makin menyusahkan, histori pembelian pelanggan bisa tiba tiba berganti dan hilang, saya biasa isi pln di Tokopedia dengan nomor pelanggan yang sama namun semakin lama saya rasa sistem penyimpanan data Tokopedia makin bobrok. Saya sudah percaya Toped tapi ternyata data historisnya salah sehingga saya membeli dengan nomor pelanggan yang berbeda alhasil hanggus tu token pln gak bisa saya apa apakan karena nomor pelanggan beda akibat Tokopedia tidak konsisten dengan data.",1,25,2025-05-17 19:29:06
Dimas Sanjaya,coba tolong dong pusat resolusi atau diskusi diperjelas masa investigasi barang hampir 2 Minggu ga ada kejelasan kapan selesainya disuruh chat CFS sampai 2 hari gadi bales gangerti lagi dah di balikin apa engga itu dana refund nya,2,1,2025-05-17 19:17:11
MohDiDiksusaabto,Dennak mon ntrah dulih mngkt stiah,5,0,2025-05-17 18:55:46
cahaya komputer,pelit promo sekarang,3,1,2025-05-17 18:47:52
Jang Gar,keren,4,0,2025-05-17 18:19:56
Sepram Ahmad,very good,5,0,2025-05-17 18:18:17
Setya Utama,barang sesuai dengan yang di pesan,5,0,2025-05-17 18:16:36
Hassan Sandy,Sudah berlangganan terpercaya dan aman2 saja aman aman saja.,5,0,2025-05-17 17:35:58
NGAJI ONLINE,saya beli barang di tokped ketipu sudah ajukan komplen.. dan nilai harganya cukup lumayan.. tanggapan dari aplikasi tidak sangat memuaskan.. ditambah lagi tanggapan dari pihak kurir pengiriman sepihak tidak menanggapi komplen saya.. seolah-olah melindungi penjual.. yang nyatanya melakukan penipuan.. sangat mengecewakan...,1,99,2025-05-17 17:33:50
Ketut Rizky,kalo membeli vape tidak bisa cod😭,5,0,2025-05-17 17:31:57
Komar Latta,lebih mudah dan cpat,4,0,2025-05-17 17:09:53
RIKIGINANJARE VLOG,Di shopee ketika gratis ongkir 0 rupiah pembeli bisa memilih jasa expedisi pengirimannya. namun di tokopedia ketika gratis ongkir tidak bisa memiliki jasa expedisi nya sehingga pembeli tidak tahu barang akan dikirim pakai jasa expedisi apa.. saya ingin memakai gratis ongkir di tokopedia namun ingin memilih jasa expedisi J&T karena sangat cepat dan menghindari JNE karena sangat lama. namun belum ada fitur pilih jasa kirim saat pakai gratis ongkir nya,1,14,2025-05-17 16:57:02
Iwan Zuma,"Erorr muluu, udh pake versi terupdate tp ms donlot progres, donlot progres ajeee, payah,, kalah jauh sm yg lain.",2,2,2025-05-17 16:38:53
Yunesra Fadly,kita puas dengan pelayanan TOKOPEDIA,5,0,2025-05-17 16:29:32
Hidayatullah,"Pembayaran cepat, cuman masih terlalu berat di banding toko sebelah sj jeruk",4,4,2025-05-17 16:19:24
Heru Susilo Hadi,semoga tampilan lebih mudah dan ringkas dalam pembayaran dan kuponnya,5,0,2025-05-17 16:17:12
Bjf Interior custom,ok,5,0,2025-05-17 15:48:23
Julian,gak kaya dulu banyak promo,1,1,2025-05-17 15:39:30
Hendera Zhang,"makin kesini tokopedia makin jelek. payah.. cs toped tidak memberikan solusi, responnya bisa berjam².. refund karena gagal beli gk kunjung diterima sudah 1 bulan+. hari ini tgl 15 mei masih gk ad kejelasan pengembalian dana. cek aj terus hari ini tgl 17 mei masih proses analisa ntah sampai kapan, feedback template gk ada SOP, gk bisa kasih estimasi analisa sampai kapan",1,2,2025-05-17 15:38:31
Voice Violis,"harusnya ditambahin fitur GPS,jadi bisa cek barang/pesanan sudah sampai mana.kalo gak ada sistem ini jadi gampang ketibu,bilangnya sudah di kirim tapi sudah 4 hari gak datang datang.tautau statusnya sudah di terima",3,1,2025-05-17 15:36:37
sutiyo Pranoto,"sangat buruk , proses lama sekali ,",1,1,2025-05-17 15:35:22
alibbaba nusantara,Topp,5,0,2025-05-17 15:27:56
Anthony Santo,"curang ini aplikasi, seharusnya pas komplain kalo orangnya gk jawab, kasih satu hari aja, jangan dua hari kalo gk dijawab, saya butuh uang kembali kalo ada masalah barang. ini dianggap aplikasi curang kepada pembeli daripada penjual.",3,4,2025-05-17 15:17:58
Slamet Subarkah,aplikasi bagus,5,0,2025-05-17 15:17:23
qoodhi baedhowi,barang ori mantap,5,0,2025-05-17 15:15:06
jalal toha,ID EXPRESSS.... Expedisi ga jelass!!!!,1,1,2025-05-17 15:11:26
Randi Gustiranda,mempersulit diri sendiri dan orang lain,1,1,2025-05-17 14:54:58
Muhadi T,semua barang kondisi terbaik bagus mutunya,5,0,2025-05-17 14:40:46
Habibi Abdullah,Lebih cepat dan Bermanfaat..,5,0,2025-05-17 14:17:52
Ni Ni,"NGAPAIN HARUS PAKAI GABUNGIN KE TIKTOK SUSAH JADINYA, MANA OTOMATIS TERJEMAHAN INGGRIS, UPGRADE NYA MAKIN JELEK AJA",1,1,2025-05-17 14:17:42
Dalil Dalil,"kurir lelet komplain ke tokped care juga lelet,samapi sekarang hampir 1 bulan paket saya gak sampe2",5,1,2025-05-17 14:17:19
Trimulyani Putri,sangat membantu untuk belanja Saya,5,0,2025-05-17 14:10:58
Nur Khasanah,ngiklan Mulu.,1,1,2025-05-17 13:58:39
arief anshary,ini kolom WISHLIST NYA KEMANA ?? jadiii Susah cari barang yg d save ..Payaah,2,3,2025-05-17 13:55:05
Ria Amelia,tolong dong Tokopedia bug nya diperbaiki lgi terutama dipengirimannya masak saya beli barang di Tokopedia barangnya sudah sampai ke saya tpi pas saya liat di sistem lacak barang masih dlm pengiriman begitu jga buat kurirnya saya sudah pesan barang dri 3 hari yg lalu sama kurir belum dikonfirmasi bahwasanya barangnya sudah saya terima padahal saya sudah beberapa kali blanja di Toped tpi belum pernah ngerasain bug dan kurirnya seperti ini,4,0,2025-05-17 13:48:46
Giri Kurniadin,"Acuh terhadap pelanggan, tidak memberikan solusi terhadap transaksi yang bermasalah",1,1,2025-05-17 13:46:53
hery hermanto,bagus,5,0,2025-05-17 13:43:07
Setiawan Doni,pengiriman lama aplikasi gak bisa memberi solusi,1,1,2025-05-17 13:27:00
didik ardiko,heran saya dgn akun saya kok ga bisa pake promo dana,1,1,2025-05-17 13:01:49
Bambang Sudradjat,jos teruzz topedkuh,5,0,2025-05-17 13:01:00
arjuna center,sangat membantu,5,0,2025-05-17 12:49:20
Puji Muhammad,"Jika beli di shopee Ongkir lebih murah padahal di toko yg pemilik nya sama (nama toko n barang yg dibeli sama). Jika di shopee keterlambatan ongkir ada garansinya, atau pengembalian barang yg tak sesuai deskripsi jg ada fitur jemput, ga perlu ke kantor kurir dan gratis pengembalian barang.",1,1,2025-05-17 12:34:41
Bambang Suhadi,saya mau jadi pelanggan.ter baik.,4,0,2025-05-17 11:52:48
Yogi Fals,"Tolong dimaksimalkan layanan untuk CS nya. sudah 17 hari masih menunggu proses klaim barang yg hilang dibawa kabur oknum kurir, dan belum juga menemukan jawabannya.",1,1,2025-05-17 11:37:56
Ahmad Mahdiani,"Saya beli barang tapi penjual nya menipu mengirim paket kosong, ngajuin pengembalian dana malah dana barang saja tanpa ongkir di kembalikan (ongkir 40k), di ajuin kepenjual kata nya ongkir dari Tokopedia, di ajuin ke tokopedia kata nya ke penjual, masing masing lepas tangan. saya tidak dapat kemanfaatan disini malah di rugikan. tolong kasih lah jika kesalahan penjual pembeli dapat kompensasi pengembalian 100% dana dan ongkir nya, ambil saja saldo penjual potong otomatis karena kesalahan penjual.",1,16,2025-05-17 11:04:05
AR Jgp,oke sya suka,5,0,2025-05-17 10:51:15
Riono Sukandar,sangat baik,5,0,2025-05-17 10:45:16
Sri lestari Tari,mantap,5,0,2025-05-17 09:57:53
Tri Sudibyo,"tolong pertahankan urutan proses ordernya, dari sedang di proses-menunggu kurir-dikirim-sampai tujuan. jadi kita real mantau nya. jangan kayak sebelah, baru di bayar udah dikemas aja keteranganya.",5,3,2025-05-17 09:54:52
Rizz Putra,terbaik,5,0,2025-05-17 09:45:49
Sampo Laptop,"Promo diskon, ketepatan waktu sangat oke",5,0,2025-05-17 09:44:11
Nazwa Nazwa,pada murah,5,0,2025-05-17 09:23:42
Fauzi Rahman,sekarang jualan diTokopedia sangat merugikan penjual krn setelah barang diterima pembeli brtambah jd 6 hari dulu 2 hari maksimal selesai otomatis sekarang 6 hari baru selesai otomatis 6 hari itu sangat LAMAAAAAA mulai sekarang gak akan lagi jualan lewat tokopedia lebih baik pake orange klau bgni ceritanya TOKOPEDIA SEKARANG SANGAT MENGECEWAKAN,1,2,2025-05-17 09:23:17
Andyka Eldestu,sangat benci dengan aplikasi ini selalu menggangu,1,1,2025-05-17 09:21:10
S Rasyid,Semenjak gabung tiktok jadi jelek,1,1,2025-05-17 09:05:06
Ben Redmi,sekarang tokped lebih real gratis ongkir nya. *tambahin review buat ekspedisi nya,5,16,2025-05-17 09:04:14
Ali Akbar11,ini kenapa ya gak bisa hapus chat padahal dulu bisa,4,0,2025-05-17 09:02:42
Niwi Puff,"udah kena ongkir, kurir lelet melewati batas waktu estimasi tiba. parah lebih jago aplikasi Oren. gratis ongkir dan cepet 3 hari sampai. kecewa banget",1,1,2025-05-17 08:49:33
Aan Heri,"diberanda diskon 50%,giliran di co harganya normal🙄",3,0,2025-05-17 08:34:30
Reza Assydik,udh bertahun tahun mencoba ttp bertahan dengan marketplace local Tokopedia tpi makin kesini secara harga di pesaing lebih murah mungkin Tokopedia memberi tarif lebih tinggi setiap produk dibnding pesaing terutama untuk gadget beda bisa 100ribuan. dan fitur filter yang sangat ngaco misisal kita filter instan harusnya toko terdekat yg bisa instan toko yg lain di filter. malah yg jauh jauh ttp di tampilin sedngkn instan jarak max 40km dari lokasi saya seharusnya yg dluar jangkauan difilter lagi,3,36,2025-05-17 08:26:48
DODI IRAWAN,sudah langganan blnja online di topedia,5,0,2025-05-17 08:20:40
Tris Triz,proses mudah dan cepat,3,0,2025-05-17 08:09:59
Amirullah,"baru sekarang beli di Tokopedia,tapi kalau lewat tiktok sering",5,0,2025-05-17 07:52:08
siren bahar,"aplikasi payah, katanya dapet diskon buat pengguna baru tapi knapa coba setelah di klaim pas mau cakeout malah di tuduh melanggar",1,2,2025-05-17 06:24:34
Juju Junaedi,"komplainnya lama Udah 2 Minggu dana saya gak balik balik,masalahnya dimna gak tau.parah",1,1,2025-05-17 05:55:39
KASWIDIYANAH SPd,sangat menyenangkan belanja di Tokopedia 🤩,5,0,2025-05-17 05:45:33
samsul arief,harganya cukup terjangkau dan berkualitas,5,1,2025-05-17 05:36:11
Ahmad Kahfi,"Aplikasinya awal biaa digabungin dengan E Wallet dan menanyakan ke penjual kalau saya mau ganti alamat, tapi sekarang aplikasinya tidak merespon penjualnya setiap saya mau menggantikan",1,2,2025-05-17 05:12:51
Sam Kdg,kredit,5,1,2025-05-17 05:03:28
Daryasman Gombez,"pelayanan sangat very very bad,.. refund dana sangat lama,sampai 2x24jam refund dana blm kembali... pembeli kehilangan hak hak nya sendiri,padahal jls2 pengiriman gagal tapi refund dana gak kembali",1,0,2025-05-17 03:38:31
Rochim Rochim,luar biasa,5,0,2025-05-17 03:34:20
Bathara Zain,gratis ongkir setiap hari??? ah cuma sekitaran situ doang ternyata 🤣,3,0,2025-05-17 02:11:17
Darin Syahputra,sangat aman,5,0,2025-05-17 01:57:12
Andi Badil,ok,5,0,2025-05-17 01:34:16
Harmin Tedc,Lopyuuu,5,0,2025-05-17 01:29:59
Wiwid,"Dulu lumayan lama uninstall Tokopedia, sekarang iseng² nyoba install lagi. Fitur ""Tap Tap Kotak"" , ""Kuis Tokopedia"", dan ""Panen Telur"" menghilang ya ?! Jujur kecewa banget 😔😢 Lebih suka Tokopedia yang dulu ada hiburan mini game nya",1,0,2025-05-17 00:44:42
Ibnu Darmawan,Tidak bisa upload foto ketika ingin mengirim ulasan,5,0,2025-05-16 23:54:55
Eko Susanto,Transaksi pembayaran akurat sesuai billing !!!,5,0,2025-05-16 23:48:37
Sulaiman Yusuf,Ok mantap harga murah free ongkir terus selalu ada diskon nya juga voucher bisa di tumpuk,5,0,2025-05-16 23:19:53
Uray Hendra dinata Pardiansyah,mantap,5,0,2025-05-16 23:06:14
Reti Nurhayati,ok,5,0,2025-05-16 23:04:42
Mobil Baru Info (Review Otomotif),"Hapus saja Expedisi Ninja Express dan Si Cepat, beberapa kali bikin kecewa. Saya kasih rating buruk karena bukan cuma sekali dikecewakan. Ada beberapa seller besar yg hanya melayani pengiriman dengan 2 expedisi itu, padahal super lemot dan barang cuma muter-muter doang. masak iya Jakarta-Lampung 15hari gak sampai? Apa muter dulu ke Mekkah ya??? Sebagai costu saya sangat kecewa, rugi waktu. Waktu adalah uang.",1,0,2025-05-16 23:00:12
Tony Kroos,4 ya OKE,4,0,2025-05-16 22:48:46
katjunk m syah,ini mana tiket dan hotelnya hilang,1,0,2025-05-16 22:24:54
Haidir_koh_dir,jarang dapat gratis ongkir sekarang tokped,3,0,2025-05-16 22:21:31
Ahmad Zaeni,sngt baik,5,0,2025-05-16 22:07:28
Yusvin triorelita salmon,"Jelek, cs nya ga kerja, komplain terbengkalai",1,0,2025-05-16 21:55:42
Abdul Jamil,"Tetap semangat, meskipun slalu update ..",3,0,2025-05-16 21:28:12
Uje Suryana,"transaksi top ovo dari tgl 11 Mei diproses terus padahal pembayaran sukses, uang saya nyakut 5jt, chat cs, cs nya gak satupun yg nyaut, cs nya pada mati kali ya",1,1,2025-05-16 21:08:12
Deaanisa 0812,"mau daftar affiliate malah ""internal server error"" mohon segera diperbaiki",2,0,2025-05-16 21:00:56
adeliodharmendra,"voucher pengguna baru nya nggaa bisa dipake, voucher gratis ongkirnya juga. padahal saya baru download, voucher gratis ongkir nya juga nggaa ada minimal belanja to tetep tidak bisa dipakai",1,0,2025-05-16 20:54:48
"Himatul Khoiriyah, S Kep Ns.",Top markotop,5,0,2025-05-16 20:47:38
adi putro,ok,5,1,2025-05-16 20:37:32
Kamila Starz,kurang ga ada gratis ongkir,1,1,2025-05-16 20:26:22
Avid Kurniadi,kok aku mau pencet pembayaran lainnya kok malah jadi eror ya,2,0,2025-05-16 20:26:16
Alaska Khumaedi,OK,5,0,2025-05-16 20:23:41
maslukah bu,👍,5,0,2025-05-16 20:19:36
Feransiskus Julio,sangat bagus pelayanan,5,0,2025-05-16 20:12:44
Arif Rochman,mantap pokoknya,4,0,2025-05-16 20:10:56
Budi Handoko Sujatno,pembayaran apapun lewat tokopedia praktis & cepat,5,0,2025-05-16 20:07:46
Arthz,"Beli laptop dapet cashback 500rb, mau claim bermasalah sampe harus hubungi CS, proses nya 9 hari baru bisa, respon CS nya lelet. Udah selesai diclaim dengan berbagai drama, pas mau dipake cuma bisa dipake 5% dari harga barang tiap kali mau belanja lagi. Lah aneh, buat apa ngasih cashback gede sampe 500rb kalo ga bisa dipake langsung. itu 5% harus transaksi 10jt dulu klo mau habisin cashback 500rb nya. Ga masuk akal! Terakhir pake apk ini",1,4,2025-05-16 19:58:58
Ali Fachrosi,"udah paling ga rekomend ni aplikasi, gua saranin pindah udah",2,0,2025-05-16 19:54:48
Heri Anto,entah kenapa makin kedpan aplikasi ini makin mebinggungkan.di versi terbaru nya COD ke Kalimantan Utara sudh tidak ada.,1,0,2025-05-16 19:10:32
29-Raenaldy muhammad zidane,good,5,0,2025-05-16 19:10:00
adzillah,"lagi sering seringnya belanja di Tokopedia, malah kena flag akunku dan dihapusin voucher voucher nya... aneh banget jadi ga mau make lagi, padahal aku ga pernah aneh-aneh, rate pun ngasihnya bintang 5, malah Tokopedia nya yang deserve bintang 1 hadehhh",1,3,2025-05-16 18:47:23
Arsy Irfan,"MUDAHKANLAH SEGALANYA, JADIKAN YANG LEBIH BAIK LAGI, ANTI RUWET,ANTI GANGGUAN, TERPERCAYA,AMAN TERKENDALI OK TOP ONE PRIMA⭐⭐⭐⭐⭐✍🏾👍👍🌏🇲🇨",5,2,2025-05-16 18:44:28
Akhatr Zaidan,mantap,5,0,2025-05-16 18:31:12
Ahmad Rifai,tolong kasih pembayaran paylater buat top up paket data,3,0,2025-05-16 18:26:34
YT isse,bantuan cs lama banget,1,0,2025-05-16 18:22:45
Muhamad royandi,good,5,0,2025-05-16 18:13:39
Agris Surya,ok,5,0,2025-05-16 18:05:08
Rosihan Soleman,pengirim nya kurang cepat ..sprti Kya olshop lain ..kndala di kirimin doang ...,3,0,2025-05-16 17:56:43
muhamad risky,kenapa tidak bisa pesan tiket pesawat dan hotel lagi di tokped,1,0,2025-05-16 17:54:02
Andin Oke,"bagus, baik tidak ngeleg",5,0,2025-05-16 17:48:42
Dafa Ibnu,bagus,5,0,2025-05-16 17:36:49
Manik Pamungkas,"bintang 1 dulu sebelum ada perbaikan di jasa Ekspedisinya. bayangin aja nunggu 2 hari hanya untuk mengambil barang dari toko. Buat para user mending pindah dulu ke si Oren sebelum Tokopedia memperbaiki kualitas ekspedisi. Hanya JNE dan JNT yg bagus, yg lainya ....",1,20,2025-05-16 17:33:11
Agusindira,ini. konfirmasi pengembalian barang. gagal terus.. tokoped ajx.. jgn donlot,1,2,2025-05-16 17:29:00
Patar Smmr,belanja di tokopedia sangat nyaman dan transparan. semua sesuai spesifikasi barang2 nya. trmksih tokopedia,4,0,2025-05-16 17:22:25
akhmad furqon,"Pembatalan pesanannya ribet, harus nunggu pembatalan otomatis selama 4 hari. Karena nyata2 penjual tidak aktif tetapi diminta nunggu persetujuan penjual",1,0,2025-05-16 17:14:29
Zainal AE,Sangat Bermanfaat dan membantu👍,5,0,2025-05-16 17:09:27
duta404,"Tidak ada live chat disini, sangat tidak rekom buat belanja, komplain sesuatu sulit",1,0,2025-05-16 17:08:27
Samsul Arif,banyak diskonnya,5,0,2025-05-16 17:03:13
raihan syahadah,apk belanja mantap,5,0,2025-05-16 17:01:01
Dheny Iskandar,sangat membatu,5,0,2025-05-16 16:58:51
Ajik Siregar,paylatter terrooss,5,0,2025-05-16 16:38:40
Jon Ahye,menu makin ribet.,2,0,2025-05-16 16:25:57
Reza Mustafa,aplikasi sgt keren,5,0,2025-05-16 15:52:47
Rea Andani,"Sy merasa terbantu sekali dgn apk ini kita bisa berbelanja tanpa hrs keluar rumah ada byk diskon dan gratis ongkir nya.""terima kasih.",5,0,2025-05-16 15:43:36
Muhamad Fikri,sampah,1,0,2025-05-16 15:27:47
Narto Bakung,kemarin saya beli barang pembayaran pakai bonus koin dan dana eh sama sistem dibatalin dana dah kembali tapi bonus koin saya 500 ribu belum kembali sudah 2 Minggu tolong kembalikan bonus koin saya..bonus koin saya belum kembali ehh Ama Tokopedia laporan dah ditutup cok2 Tokopedia emang jahat🤬🤬🤬,1,2,2025-05-16 15:24:07
