userName,review,score,thumbsUpCount,at,clean_review,content_normalized,content_tokenizing,content_filtering,content_stemming
Ni Ni,"NGAPAIN HARUS PAKAI GABUNGIN KE TIKTOK SUSAH JADINYA, MANA OTOMATIS TERJEMAHAN INGGRIS, UPGRADE NYA MAKIN JELEK AJA",1,1,2025-05-17 14:17:42,ngapain harus pakai gabungin ke tiktok susah jadinya mana otomatis terjemahan inggris upgrade nya makin jelek aja,ngapain harus pakai gabungin ke tiktok susah jadinya mana otomatis terjemahan inggris upgrade nya makin jelek saja,"['ngapain', 'harus', 'pakai', 'gabungin', 'ke', 'tiktok', 'susah', 'jadinya', 'mana', 'otomatis', 'terjemahan', 'inggris', 'upgrade', 'nya', 'makin', 'jelek', 'saja']",ngapain pakai gabungin tiktok susah otomatis terjemahan inggris upgrade nya jelek,ngapain pakai gabungin tiktok susah otomatis terjemah inggris upgrade nya jelek
Dalil Dalil,"kurir lelet komplain ke tokped care juga lelet,samapi sekarang hampir 1 bulan paket saya gak sampe2",5,1,2025-05-17 14:17:19,kurir lelet komplain ke tokped care juga leletsamapi sekarang hampir  bulan paket saya gak sampe,kurir lelet komplain ke tokped care juga leletsamapi sekarang hampir bulan paket saya tidak sampe,"['kurir', 'lelet', 'komplain', 'ke', 'tokped', 'care', 'juga', 'leletsamapi', 'sekarang', 'hampir', 'bulan', 'paket', 'saya', 'tidak', 'sampe']",kurir lelet komplain tokped care leletsamapi paket sampe,kurir lelet komplain tokped care leletsamapi paket sampe
Nur Khasanah,ngiklan Mulu.,1,1,2025-05-17 13:58:39,ngiklan mulu,ngiklan mulu,"['ngiklan', 'mulu']",ngiklan mulu,ngiklan mulu
arief anshary,ini kolom WISHLIST NYA KEMANA ?? jadiii Susah cari barang yg d save ..Payaah,2,3,2025-05-17 13:55:05,ini kolom wishlist nya kemana  jadiii susah cari barang yg d save payaah,ini kolom wishlist nya kemana jadiii susah cari barang yg d save payaah,"['ini', 'kolom', 'wishlist', 'nya', 'kemana', 'jadiii', 'susah', 'cari', 'barang', 'yg', 'd', 'save', 'payaah']",kolom wishlist nya kemana jadiii susah cari barang yg d save payaah,kolom wishlist nya mana jadiii susah cari barang yg d save payaah
Giri Kurniadin,"Acuh terhadap pelanggan, tidak memberikan solusi terhadap transaksi yang bermasalah",1,1,2025-05-17 13:46:53,acuh terhadap pelanggan tidak memberikan solusi terhadap transaksi yang bermasalah,acuh terhadap pelanggan tidak memberikan solusi terhadap transaksi yang bermasalah,"['acuh', 'terhadap', 'pelanggan', 'tidak', 'memberikan', 'solusi', 'terhadap', 'transaksi', 'yang', 'bermasalah']",acuh pelanggan solusi transaksi bermasalah,acuh langgan solusi transaksi masalah
Setiawan Doni,pengiriman lama aplikasi gak bisa memberi solusi,1,1,2025-05-17 13:27:00,pengiriman lama aplikasi gak bisa memberi solusi,pengiriman lama aplikasi tidak bisa memberi solusi,"['pengiriman', 'lama', 'aplikasi', 'tidak', 'bisa', 'memberi', 'solusi']",pengiriman aplikasi solusi,kirim aplikasi solusi
didik ardiko,heran saya dgn akun saya kok ga bisa pake promo dana,1,1,2025-05-17 13:01:49,heran saya dgn akun saya kok ga bisa pake promo dana,heran saya dgn akun saya kok tidak bisa pake promo dana,"['heran', 'saya', 'dgn', 'akun', 'saya', 'kok', 'tidak', 'bisa', 'pake', 'promo', 'dana']",heran dgn akun pake promo dana,heran dgn akun pake promo dana
Puji Muhammad,"Jika beli di shopee Ongkir lebih murah padahal di toko yg pemilik nya sama (nama toko n barang yg dibeli sama). Jika di shopee keterlambatan ongkir ada garansinya, atau pengembalian barang yg tak sesuai deskripsi jg ada fitur jemput, ga perlu ke kantor kurir dan gratis pengembalian barang.",1,1,2025-05-17 12:34:41,jika beli di shopee ongkir lebih murah padahal di toko yg pemilik nya sama  jika di shopee keterlambatan ongkir ada garansinya atau pengembalian barang yg tak sesuai deskripsi jg ada fitur jemput ga perlu ke kantor kurir dan gratis pengembalian barang,jika beli di shopee ongkir lebih murah padahal di toko yg pemilik nya sama jika di shopee keterlambatan ongkir ada garansinya atau pengembalian barang yg tak sesuai deskripsi jg ada fitur jemput tidak perlu ke kantor kurir dan gratis pengembalian barang,"['jika', 'beli', 'di', 'shopee', 'ongkir', 'lebih', 'murah', 'padahal', 'di', 'toko', 'yg', 'pemilik', 'nya', 'sama', 'jika', 'di', 'shopee', 'keterlambatan', 'ongkir', 'ada', 'garansinya', 'atau', 'pengembalian', 'barang', 'yg', 'tak', 'sesuai', 'deskripsi', 'jg', 'ada', 'fitur', 'jemput', 'tidak', 'perlu', 'ke', 'kantor', 'kurir', 'dan', 'gratis', 'pengembalian', 'barang']",beli shopee ongkir murah toko yg pemilik nya shopee keterlambatan ongkir garansinya pengembalian barang yg sesuai deskripsi jg fitur jemput kantor kurir gratis pengembalian barang,beli shopee ongkir murah toko yg milik nya shopee lambat ongkir garansi kembali barang yg sesuai deskripsi jg fitur jemput kantor kurir gratis kembali barang
Yogi Fals,"Tolong dimaksimalkan layanan untuk CS nya. sudah 17 hari masih menunggu proses klaim barang yg hilang dibawa kabur oknum kurir, dan belum juga menemukan jawabannya.",1,1,2025-05-17 11:37:56,tolong dimaksimalkan layanan untuk cs nya sudah   masih menunggu proses klaim barang yg hilang dibawa kabur oknum kurir dan belum juga menemukan jawabannya,tolong dimaksimalkan layanan untuk cs nya sudah masih menunggu proses klaim barang yg hilang dibawa kabur oknum kurir dan belum juga menemukan jawabannya,"['tolong', 'dimaksimalkan', 'layanan', 'untuk', 'cs', 'nya', 'sudah', 'masih', 'menunggu', 'proses', 'klaim', 'barang', 'yg', 'hilang', 'dibawa', 'kabur', 'oknum', 'kurir', 'dan', 'belum', 'juga', 'menemukan', 'jawabannya']",tolong dimaksimalkan layanan cs nya menunggu proses klaim barang yg hilang dibawa kabur oknum kurir menemukan jawabannya,tolong maksimal layan cs nya tunggu proses klaim barang yg hilang bawa kabur oknum kurir temu jawab
Ahmad Mahdiani,"Saya beli barang tapi penjual nya menipu mengirim paket kosong, ngajuin pengembalian dana malah dana barang saja tanpa ongkir di kembalikan (ongkir 40k), di ajuin kepenjual kata nya ongkir dari Tokopedia, di ajuin ke tokopedia kata nya ke penjual, masing masing lepas tangan. saya tidak dapat kemanfaatan disini malah di rugikan. tolong kasih lah jika kesalahan penjual pembeli dapat kompensasi pengembalian 100% dana dan ongkir nya, ambil saja saldo penjual potong otomatis karena kesalahan penjual.",1,16,2025-05-17 11:04:05,saya beli barang tapi penjual nya menipu mengirim paket kosong ngajuin pengembalian dana malah dana barang saja tanpa ongkir di kembalikan  di ajuin kepenjual kata nya ongkir dari tokopedia di ajuin ke tokopedia kata nya ke penjual masing masing lepas tangan saya tidak dapat kemanfaatan disini malah di rugikan tolong kasih lah jika kesalahan penjual pembeli dapat kompensasi pengembalian  dana dan ongkir nya ambil saja saldo penjual potong otomatis karena kesalahan penjual,saya beli barang tapi penjual nya menipu mengirim paket kosong ngajuin pengembalian dana malah dana barang saja tanpa ongkir di kembalikan di ajuin kepenjual kata nya ongkir dari tokopedia di ajuin ke tokopedia kata nya ke penjual masing masing lepas tangan saya tidak dapat kemanfaatan disini malah di rugikan tolong kasih lah jika kesalahan penjual pembeli dapat kompensasi pengembalian dana dan ongkir nya ambil saja saldo penjual potong otomatis karena kesalahan penjual,"['saya', 'beli', 'barang', 'tapi', 'penjual', 'nya', 'menipu', 'mengirim', 'paket', 'kosong', 'ngajuin', 'pengembalian', 'dana', 'malah', 'dana', 'barang', 'saja', 'tanpa', 'ongkir', 'di', 'kembalikan', 'di', 'ajuin', 'kepenjual', 'kata', 'nya', 'ongkir', 'dari', 'tokopedia', 'di', 'ajuin', 'ke', 'tokopedia', 'kata', 'nya', 'ke', 'penjual', 'masing', 'masing', 'lepas', 'tangan', 'saya', 'tidak', 'dapat', 'kemanfaatan', 'disini', 'malah', 'di', 'rugikan', 'tolong', 'kasih', 'lah', 'jika', 'kesalahan', 'penjual', 'pembeli', 'dapat', 'kompensasi', 'pengembalian', 'dana', 'dan', 'ongkir', 'nya', 'ambil', 'saja', 'saldo', 'penjual', 'potong', 'otomatis', 'karena', 'kesalahan', 'penjual']",beli barang penjual nya menipu mengirim paket kosong ngajuin pengembalian dana dana barang ongkir kembalikan ajuin kepenjual nya ongkir tokopedia ajuin tokopedia nya penjual lepas tangan kemanfaatan rugikan tolong kasih kesalahan penjual pembeli kompensasi pengembalian dana ongkir nya ambil saldo penjual potong otomatis kesalahan penjual,beli barang jual nya tipu kirim paket kosong ngajuin kembali dana dana barang ongkir kembali ajuin jual nya ongkir tokopedia ajuin tokopedia nya jual lepas tangan manfaat rugi tolong kasih salah jual beli kompensasi kembali dana ongkir nya ambil saldo jual potong otomatis salah jual
Tri Sudibyo,"tolong pertahankan urutan proses ordernya, dari sedang di proses-menunggu kurir-dikirim-sampai tujuan. jadi kita real mantau nya. jangan kayak sebelah, baru di bayar udah dikemas aja keteranganya.",5,3,2025-05-17 09:54:52,tolong pertahankan urutan proses ordernya dari sedang di proses-menunggu kurir-dikirim-sampai tujuan jadi kita real mantau nya jangan kayak sebelah baru di bayar udah dikemas aja keteranganya,tolong pertahankan urutan proses ordernya dari sedang di proses-menunggu kurir-dikirim-sampai tujuan jadi kita real mantau nya jangan kayak sebelah baru di bayar sudah dikemas saja keteranganya,"['tolong', 'pertahankan', 'urutan', 'proses', 'ordernya', 'dari', 'sedang', 'di', 'proses-menunggu', 'kurir-dikirim-sampai', 'tujuan', 'jadi', 'kita', 'real', 'mantau', 'nya', 'jangan', 'kayak', 'sebelah', 'baru', 'di', 'bayar', 'sudah', 'dikemas', 'saja', 'keteranganya']",tolong pertahankan urutan proses ordernya proses-menunggu kurir-dikirim-sampai tujuan real mantau nya kayak sebelah bayar dikemas keteranganya,tolong tahan urut proses order proses-menunggu kurir-dikirim-sampai tuju real mantau nya kayak belah bayar kemas keteranganya
Fauzi Rahman,sekarang jualan diTokopedia sangat merugikan penjual krn setelah barang diterima pembeli brtambah jd 6 hari dulu 2 hari maksimal selesai otomatis sekarang 6 hari baru selesai otomatis 6 hari itu sangat LAMAAAAAA mulai sekarang gak akan lagi jualan lewat tokopedia lebih baik pake orange klau bgni ceritanya TOKOPEDIA SEKARANG SANGAT MENGECEWAKAN,1,2,2025-05-17 09:23:17,sekarang jualan ditokopedia sangat merugikan penjual krn setelah barang diterima pembeli brtambah jd   dulu   maksimal selesai otomatis sekarang   baru selesai otomatis   itu sangat lamaaaaaa mulai sekarang gak akan lagi jualan lewat tokopedia lebih baik pake orange klau bgni ceritanya tokopedia sekarang sangat mengecewakan,sekarang jualan ditokopedia sangat merugikan penjual krn setelah barang diterima pembeli brtambah jd dulu maksimal selesai otomatis sekarang baru selesai otomatis itu sangat lamaaaaaa mulai sekarang tidak akan lagi jualan lewat tokopedia lebih baik pake orange klau bgni ceritanya tokopedia sekarang sangat mengecewakan,"['sekarang', 'jualan', 'ditokopedia', 'sangat', 'merugikan', 'penjual', 'krn', 'setelah', 'barang', 'diterima', 'pembeli', 'brtambah', 'jd', 'dulu', 'maksimal', 'selesai', 'otomatis', 'sekarang', 'baru', 'selesai', 'otomatis', 'itu', 'sangat', 'lamaaaaaa', 'mulai', 'sekarang', 'tidak', 'akan', 'lagi', 'jualan', 'lewat', 'tokopedia', 'lebih', 'baik', 'pake', 'orange', 'klau', 'bgni', 'ceritanya', 'tokopedia', 'sekarang', 'sangat', 'mengecewakan']",jualan ditokopedia merugikan penjual krn barang diterima pembeli brtambah jd maksimal selesai otomatis selesai otomatis lamaaaaaa jualan tokopedia pake orange klau bgni ceritanya tokopedia mengecewakan,jual ditokopedia rugi jual krn barang terima beli brtambah jd maksimal selesai otomatis selesai otomatis lamaaaaaa jual tokopedia pake orange klau bgni cerita tokopedia kecewa
Andyka Eldestu,sangat benci dengan aplikasi ini selalu menggangu,1,1,2025-05-17 09:21:10,sangat benci dengan aplikasi ini selalu menggangu,sangat benci dengan aplikasi ini selalu menggangu,"['sangat', 'benci', 'dengan', 'aplikasi', 'ini', 'selalu', 'menggangu']",benci aplikasi menggangu,benci aplikasi menggangu
S Rasyid,Semenjak gabung tiktok jadi jelek,1,1,2025-05-17 09:05:06,semenjak gabung tiktok jadi jelek,semenjak gabung tiktok jadi jelek,"['semenjak', 'gabung', 'tiktok', 'jadi', 'jelek']",semenjak gabung tiktok jelek,semenjak gabung tiktok jelek
Ben Redmi,sekarang tokped lebih real gratis ongkir nya. *tambahin review buat ekspedisi nya,5,16,2025-05-17 09:04:14,sekarang tokped lebih real gratis ongkir nya tambahin review buat ekspedisi nya,sekarang tokped lebih real gratis ongkir nya tambahin review buat ekspedisi nya,"['sekarang', 'tokped', 'lebih', 'real', 'gratis', 'ongkir', 'nya', 'tambahin', 'review', 'buat', 'ekspedisi', 'nya']",tokped real gratis ongkir nya tambahin review ekspedisi nya,tokped real gratis ongkir nya tambahin review ekspedisi nya
Niwi Puff,"udah kena ongkir, kurir lelet melewati batas waktu estimasi tiba. parah lebih jago aplikasi Oren. gratis ongkir dan cepet 3 hari sampai. kecewa banget",1,1,2025-05-17 08:49:33,udah kena ongkir kurir lelet melewati batas waktu estimasi tiba parah lebih jago aplikasi oren gratis ongkir dan cepet   sampai kecewa banget,sudah kena ongkir kurir lelet melewati batas waktu estimasi tiba parah lebih jago aplikasi oren gratis ongkir dan cepet sampai kecewa banget,"['sudah', 'kena', 'ongkir', 'kurir', 'lelet', 'melewati', 'batas', 'waktu', 'estimasi', 'tiba', 'parah', 'lebih', 'jago', 'aplikasi', 'oren', 'gratis', 'ongkir', 'dan', 'cepet', 'sampai', 'kecewa', 'banget']",kena ongkir kurir lelet melewati batas estimasi parah jago aplikasi oren gratis ongkir cepet kecewa banget,kena ongkir kurir lelet lewat batas estimasi parah jago aplikasi oren gratis ongkir cepet kecewa banget
Reza Assydik,udh bertahun tahun mencoba ttp bertahan dengan marketplace local Tokopedia tpi makin kesini secara harga di pesaing lebih murah mungkin Tokopedia memberi tarif lebih tinggi setiap produk dibnding pesaing terutama untuk gadget beda bisa 100ribuan. dan fitur filter yang sangat ngaco misisal kita filter instan harusnya toko terdekat yg bisa instan toko yg lain di filter. malah yg jauh jauh ttp di tampilin sedngkn instan jarak max 40km dari lokasi saya seharusnya yg dluar jangkauan difilter lagi,3,36,2025-05-17 08:26:48,udh ber  mencoba ttp bertahan dengan marketplace local tokopedia tpi makin kesini secara harga di pesaing lebih murah mungkin tokopedia memberi tarif lebih tinggi setiap produk dibnding pesaing terutama untuk gadget beda bisa an dan fitur fir yang sangat ngaco misisal kita fir instan harusnya toko terdekat yg bisa instan toko yg lain di fir malah yg jauh jauh ttp di tampilin sedngkn instan jarak max km dari lokasi saya seharusnya yg dluar jangkauan difir lagi,udh ber mencoba ttp bertahan dengan marketplace local tokopedia tpi makin kesini secara harga di pesaing lebih murah mungkin tokopedia memberi tarif lebih tinggi setiap produk dibnding pesaing terutama untuk gadget beda bisa an dan fitur fir yang sangat ngaco misisal kita fir instan harusnya toko terdekat yg bisa instan toko yg lain di fir malah yg jauh jauh ttp di tampilin sedngkn instan jarak max km dari lokasi saya seharusnya yg dluar jangkauan difir lagi,"['udh', 'ber', 'mencoba', 'ttp', 'bertahan', 'dengan', 'marketplace', 'local', 'tokopedia', 'tpi', 'makin', 'kesini', 'secara', 'harga', 'di', 'pesaing', 'lebih', 'murah', 'mungkin', 'tokopedia', 'memberi', 'tarif', 'lebih', 'tinggi', 'setiap', 'produk', 'dibnding', 'pesaing', 'terutama', 'untuk', 'gadget', 'beda', 'bisa', 'an', 'dan', 'fitur', 'fir', 'yang', 'sangat', 'ngaco', 'misisal', 'kita', 'fir', 'instan', 'harusnya', 'toko', 'terdekat', 'yg', 'bisa', 'instan', 'toko', 'yg', 'lain', 'di', 'fir', 'malah', 'yg', 'jauh', 'jauh', 'ttp', 'di', 'tampilin', 'sedngkn', 'instan', 'jarak', 'max', 'km', 'dari', 'lokasi', 'saya', 'seharusnya', 'yg', 'dluar', 'jangkauan', 'difir', 'lagi']",udh ber mencoba ttp bertahan marketplace local tokopedia tpi kesini harga pesaing murah tokopedia tarif produk dibnding pesaing gadget beda an fitur fir ngaco misisal fir instan toko terdekat yg instan toko yg fir yg ttp tampilin sedngkn instan jarak max km lokasi yg dluar jangkauan difir,udh ber coba ttp tahan marketplace local tokopedia tpi kesini harga saing murah tokopedia tarif produk dibnding saing gadget beda an fitur fir ngaco misisal fir instan toko dekat yg instan toko yg fir yg ttp tampilin sedngkn instan jarak max km lokasi yg dluar jangkau difir
siren bahar,"aplikasi payah, katanya dapet diskon buat pengguna baru tapi knapa coba setelah di klaim pas mau cakeout malah di tuduh melanggar",1,2,2025-05-17 06:24:34,aplikasi payah katanya dapet diskon buat pengguna baru tapi knapa coba setelah di klaim pas mau cakeout malah di tuduh melanggar,aplikasi payah katanya dapet diskon buat pengguna baru tapi knapa coba setelah di klaim pas mau cakeout malah di tuduh melanggar,"['aplikasi', 'payah', 'katanya', 'dapet', 'diskon', 'buat', 'pengguna', 'baru', 'tapi', 'knapa', 'coba', 'setelah', 'di', 'klaim', 'pas', 'mau', 'cakeout', 'malah', 'di', 'tuduh', 'melanggar']",aplikasi payah dapet diskon pengguna knapa coba klaim pas cakeout tuduh melanggar,aplikasi payah dapet diskon guna knapa coba klaim pas cakeout tuduh langgar
Juju Junaedi,"komplainnya lama Udah 2 Minggu dana saya gak balik balik,masalahnya dimna gak tau.parah",1,1,2025-05-17 05:55:39,komplainnya lama udah  minggu dana saya gak balik balikmasalahnya dimna gak tauparah,komplainnya lama sudah minggu dana saya tidak balik balikmasalahnya dimna tidak tauparah,"['komplainnya', 'lama', 'sudah', 'minggu', 'dana', 'saya', 'tidak', 'balik', 'balikmasalahnya', 'dimna', 'tidak', 'tauparah']",komplainnya minggu dana balikmasalahnya dimna tauparah,komplain minggu dana balikmasalahnya dimna tauparah
samsul arief,harganya cukup terjangkau dan berkualitas,5,1,2025-05-17 05:36:11,harganya cukup terjangkau dan berkualitas,harganya cukup terjangkau dan berkualitas,"['harganya', 'cukup', 'terjangkau', 'dan', 'berkualitas']",harganya terjangkau berkualitas,harga jangkau kualitas
Ahmad Kahfi,"Aplikasinya awal biaa digabungin dengan E Wallet dan menanyakan ke penjual kalau saya mau ganti alamat, tapi sekarang aplikasinya tidak merespon penjualnya setiap saya mau menggantikan",1,2,2025-05-17 05:12:51,aplikasinya awal biaa digabungin dengan e wallet dan menanyakan ke penjual kalau saya mau ganti alamat tapi sekarang aplikasinya tidak merespon penjualnya setiap saya mau menggantikan,aplikasinya awal biaa digabungin dengan e wallet dan menanyakan ke penjual kalau saya mau ganti alamat tapi sekarang aplikasinya tidak merespon penjualnya setiap saya mau menggantikan,"['aplikasinya', 'awal', 'biaa', 'digabungin', 'dengan', 'e', 'wallet', 'dan', 'menanyakan', 'ke', 'penjual', 'kalau', 'saya', 'mau', 'ganti', 'alamat', 'tapi', 'sekarang', 'aplikasinya', 'tidak', 'merespon', 'penjualnya', 'setiap', 'saya', 'mau', 'menggantikan']",aplikasinya biaa digabungin e wallet penjual ganti alamat aplikasinya merespon penjualnya menggantikan,aplikasi biaa digabungin e wallet jual ganti alamat aplikasi merespon jual ganti
